                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.55623,                0.36925,                0.87026,                0.87164,                0.83445,                0.87586,                0.64427,                 0.9912,                0.69518,                  1.217,             0.00081983,             0.00081983,             0.00081983
                    156,                0.56839,                0.36029,                0.86819,                0.85837,                0.84185,                0.87607,                0.65418,                0.98503,                 0.6936,                 1.2066,             0.00081433,             0.00081433,             0.00081433
                    157,                0.55425,                0.35059,                0.86358,                0.81796,                0.89433,                0.86608,                0.64852,                0.98395,                0.72064,                 1.2089,             0.00080883,             0.00080883,             0.00080883
                    158,                0.54786,                 0.3617,                0.86619,                0.82912,                0.90235,                0.86503,                0.63852,                0.98726,                0.67465,                 1.2367,             0.00080333,             0.00080333,             0.00080333
                    159,                0.58705,                0.38321,                0.88487,                0.83735,                0.86912,                0.86343,                0.63765,                0.99536,                0.68649,                 1.2376,             0.00079783,             0.00079783,             0.00079783
                    160,                0.55053,                0.37156,                0.87836,                0.83755,                0.88116,                0.86653,                0.64605,                0.99069,                0.67708,                 1.2459,             0.00079233,             0.00079233,             0.00079233
                    161,                0.55543,                0.35376,                0.86509,                0.82762,                0.87385,                0.86549,                0.65935,                0.99367,                0.70546,                 1.2688,             0.00078682,             0.00078682,             0.00078682
                    162,                0.55345,                0.36233,                0.87314,                0.82294,                0.91721,                0.89052,                0.67116,                0.98547,                0.67508,                 1.2367,             0.00078132,             0.00078132,             0.00078132
                    163,                0.56304,                0.35828,                0.86871,                0.83715,                0.89371,                0.87394,                0.65985,                 0.9761,                0.69193,                 1.2408,             0.00077582,             0.00077582,             0.00077582
                    164,                0.58299,                0.38753,                0.89329,                 0.8364,                0.88085,                0.85907,                0.63113,                0.99484,                0.71002,                 1.2357,             0.00077032,             0.00077032,             0.00077032
                    165,                  0.517,                0.34405,                0.85537,                0.85061,                0.85578,                0.84515,                0.62077,                 1.0009,                0.70621,                 1.2377,             0.00076482,             0.00076482,             0.00076482
                    166,                0.53691,                 0.3387,                0.87092,                0.83661,                0.88681,                0.87215,                0.63569,                 1.0326,                0.69818,                 1.2246,             0.00075932,             0.00075932,             0.00075932
                    167,                0.52114,                0.33174,                0.85123,                0.84699,                0.86226,                0.87254,                0.65027,                0.98628,                0.69845,                 1.2299,             0.00075382,             0.00075382,             0.00075382
                    168,                0.54338,                0.34842,                0.87041,                0.86689,                0.86853,                0.87913,                0.65276,                 0.9826,                0.68306,                 1.2237,             0.00074832,             0.00074832,             0.00074832
                    169,                0.52085,                0.34397,                0.85644,                0.80639,                0.91143,                 0.8751,                0.65171,                0.98535,                  0.688,                 1.2363,             0.00074282,             0.00074282,             0.00074282
                    170,                0.51514,                0.33051,                0.85546,                0.81799,                0.88731,                0.86894,                0.65307,                 0.9813,                0.71499,                 1.2286,             0.00073731,             0.00073731,             0.00073731
                    171,                0.53605,                0.34162,                0.86559,                0.83048,                0.86517,                0.86669,                0.65105,                0.98271,                0.72529,                  1.238,             0.00073181,             0.00073181,             0.00073181
                    172,                0.50673,                0.32975,                0.85263,                 0.8374,                0.84784,                0.85615,                0.64367,                0.97219,                0.71956,                  1.235,             0.00072631,             0.00072631,             0.00072631
                    173,                0.54648,                0.35209,                0.87184,                0.80332,                0.88729,                0.86858,                0.64972,                 0.9807,                0.70813,                 1.2257,             0.00072081,             0.00072081,             0.00072081
                    174,                0.49695,                0.32509,                 0.8521,                  0.794,                0.87356,                 0.8476,                0.63682,                 1.0032,                0.73679,                 1.2559,             0.00071531,             0.00071531,             0.00071531
                    175,                0.49174,                0.32641,                0.85399,                0.84034,                0.85213,                 0.8578,                0.64393,                0.99723,                0.73269,                  1.261,             0.00070981,             0.00070981,             0.00070981
                    176,                0.50877,                0.32832,                0.85375,                0.84336,                0.84934,                0.87301,                0.67056,                0.97404,                0.74626,                 1.2162,             0.00070431,             0.00070431,             0.00070431
                    177,                0.49962,                0.32705,                0.85576,                0.82814,                0.87676,                 0.8671,                0.66487,                0.95603,                0.76418,                 1.2256,             0.00069881,             0.00069881,             0.00069881
                    178,                0.55122,                0.36149,                0.88394,                0.81471,                0.87455,                0.86756,                0.65254,                0.97613,                0.78915,                 1.2148,             0.00069331,             0.00069331,             0.00069331
                    179,                0.52943,                0.33067,                0.85108,                0.81164,                0.86657,                0.86261,                0.64566,                0.98061,                 0.7723,                 1.2314,              0.0006878,              0.0006878,              0.0006878
                    180,                0.49452,                0.31907,                0.85092,                0.83349,                0.87681,                0.87402,                0.65361,                0.98153,                0.70292,                 1.2432,              0.0006823,              0.0006823,              0.0006823
                    181,                0.53953,                0.33859,                0.86937,                0.83438,                0.88849,                0.87291,                0.65017,                0.99041,                 0.7118,                 1.2299,              0.0006768,              0.0006768,              0.0006768
                    182,                0.53782,                0.34758,                0.86575,                0.84515,                0.84109,                0.86149,                0.64442,                0.99572,                0.75297,                 1.2443,              0.0006713,              0.0006713,              0.0006713
                    183,                0.52306,                0.34111,                 0.8651,                0.80512,                0.88822,                0.86442,                0.63622,                 1.0009,                0.74398,                 1.2333,              0.0006658,              0.0006658,              0.0006658
                    184,                0.51294,                0.33618,                0.86358,                0.80678,                0.91551,                 0.8794,                0.64903,                0.99323,                0.70655,                 1.2372,              0.0006603,              0.0006603,              0.0006603
                    185,                0.48728,                0.30767,                0.84009,                0.84977,                0.88207,                0.87948,                0.65155,                0.98924,                0.68196,                 1.2408,              0.0006548,              0.0006548,              0.0006548
                    186,                 0.5288,                0.34071,                 0.8652,                0.84692,                 0.8715,                0.87135,                0.64644,                0.99063,                 0.6957,                 1.2195,              0.0006493,              0.0006493,              0.0006493
                    187,                 0.5035,                0.32451,                0.85307,                0.82531,                0.86151,                0.86758,                 0.6481,                0.99006,                0.71417,                 1.2208,              0.0006438,              0.0006438,              0.0006438
                    188,                0.48117,                0.30862,                0.83462,                0.83617,                 0.8639,                0.87071,                0.65278,                0.98391,                0.71591,                 1.2218,             0.00063829,             0.00063829,             0.00063829
                    189,                0.49725,                0.31102,                0.84974,                0.84894,                0.86852,                0.87874,                0.65697,                0.98864,                0.68224,                 1.2464,             0.00063279,             0.00063279,             0.00063279
                    190,                0.49278,                0.33267,                0.85915,                0.84007,                0.86752,                0.87198,                0.66385,                0.97505,                0.67596,                 1.2376,             0.00062729,             0.00062729,             0.00062729
                    191,                0.48485,                0.30871,                0.84972,                 0.8324,                0.87123,                0.86336,                0.65399,                0.97699,                0.71253,                 1.2504,             0.00062179,             0.00062179,             0.00062179
                    192,                0.49141,                0.31656,                0.84651,                0.85294,                0.86279,                0.86775,                0.64665,                0.98547,                0.71221,                 1.2789,             0.00061629,             0.00061629,             0.00061629
                    193,                0.48934,                0.31973,                0.85139,                0.86095,                0.87025,                0.87585,                0.65381,                0.98797,                0.69598,                 1.2718,             0.00061079,             0.00061079,             0.00061079
                    194,                0.47584,                 0.3212,                0.84876,                0.81814,                0.90055,                0.86508,                0.65354,                0.97246,                0.70034,                 1.2581,             0.00060529,             0.00060529,             0.00060529
                    195,                0.48497,                 0.3219,                0.84961,                0.81117,                0.89072,                 0.8539,                0.63941,                0.97632,                0.73438,                 1.2544,             0.00059979,             0.00059979,             0.00059979
                    196,                0.47298,                0.31363,                0.84747,                0.83321,                0.87054,                0.85339,                0.63974,                0.97005,                0.75353,                 1.2512,             0.00059429,             0.00059429,             0.00059429
                    197,                0.48153,                0.31509,                0.84766,                0.84266,                0.86129,                0.86118,                0.63879,                0.97675,                0.74177,                 1.2285,             0.00058878,             0.00058878,             0.00058878
                    198,                0.48517,                0.31834,                0.84465,                0.83661,                0.86109,                0.85357,                0.63494,                0.98485,                0.71919,                 1.2325,             0.00058328,             0.00058328,             0.00058328
                    199,                0.48119,                0.31711,                0.84622,                0.81339,                  0.886,                0.86534,                0.64805,                0.98809,                0.70138,                 1.2357,             0.00057778,             0.00057778,             0.00057778
                    200,                0.48954,                0.31543,                0.85156,                0.84659,                 0.8715,                0.86837,                0.64533,                0.98586,                0.66966,                 1.2369,             0.00057228,             0.00057228,             0.00057228
                    201,                0.47452,                0.30836,                0.84687,                0.82685,                0.89839,                0.85211,                0.64269,                0.98827,                0.69822,                 1.2394,             0.00056678,             0.00056678,             0.00056678
                    202,                0.47829,                0.31342,                0.84739,                0.80362,                0.89655,                0.85589,                0.64094,                0.98754,                0.71185,                 1.2223,             0.00056128,             0.00056128,             0.00056128
                    203,                0.47161,                0.30598,                0.84475,                0.81585,                0.89022,                0.86333,                0.65453,                0.97645,                0.70374,                 1.2184,             0.00055578,             0.00055578,             0.00055578
                    204,                0.47562,                0.30774,                0.84079,                0.83454,                0.87616,                0.86137,                0.64876,                0.98226,                0.71166,                 1.2208,             0.00055028,             0.00055028,             0.00055028
                    205,                0.47375,                0.31014,                0.84221,                0.83339,                0.87601,                0.87511,                0.65735,                0.97088,                0.68717,                 1.2196,             0.00054478,             0.00054478,             0.00054478
                    206,                0.47319,                0.31775,                 0.8408,                0.83013,                0.86941,                0.86785,                0.65501,                0.97041,                0.70846,                 1.2277,             0.00053927,             0.00053927,             0.00053927
                    207,                0.46154,                0.30048,                0.83907,                0.83028,                0.88032,                0.86526,                0.65247,                0.96766,                0.70732,                 1.2373,             0.00053377,             0.00053377,             0.00053377
                    208,                0.46187,                0.30645,                0.84277,                0.81789,                0.89524,                0.87561,                0.65459,                0.98363,                0.70884,                  1.244,             0.00052827,             0.00052827,             0.00052827
                    209,                0.45397,                0.30006,                0.84308,                0.83608,                0.86479,                0.87714,                0.66211,                0.98422,                0.67983,                 1.2593,             0.00052277,             0.00052277,             0.00052277
                    210,                0.45548,                0.29549,                0.84272,                0.80926,                0.91452,                0.87862,                0.66469,                 0.9727,                0.65987,                  1.236,             0.00051727,             0.00051727,             0.00051727
                    211,                0.45754,                0.29201,                0.83948,                0.85021,                0.87236,                0.87847,                0.66683,                0.97053,                0.67468,                  1.235,             0.00051177,             0.00051177,             0.00051177
                    212,                 0.4412,                0.29656,                0.83802,                0.82061,                0.87756,                0.86636,                0.66025,                0.96897,                0.71202,                 1.2169,             0.00050627,             0.00050627,             0.00050627
                    213,                0.46401,                0.30294,                0.83551,                0.82398,                0.88178,                0.86464,                0.66068,                0.96047,                0.72638,                 1.2121,             0.00050077,             0.00050077,             0.00050077
                    214,                0.43111,                 0.2869,                0.82956,                0.83442,                0.87277,                0.86055,                0.65561,                0.95036,                0.71998,                 1.2313,             0.00049527,             0.00049527,             0.00049527
                    215,                0.43119,                0.28289,                0.83197,                0.83355,                 0.8603,                0.86486,                0.66149,                0.95373,                0.72675,                 1.2422,             0.00048976,             0.00048976,             0.00048976
                    216,                0.45027,                0.29038,                 0.8322,                 0.8226,                0.87698,                0.86593,                0.66486,                0.95814,                0.70957,                  1.221,             0.00048426,             0.00048426,             0.00048426
                    217,                0.45608,                0.29995,                0.84049,                0.84164,                0.86148,                0.88006,                0.67067,                0.96303,                0.68877,                 1.2247,             0.00047876,             0.00047876,             0.00047876
                    218,                0.45797,                0.31248,                0.85087,                0.82584,                0.87484,                0.87801,                0.67136,                0.96903,                0.71748,                 1.2174,             0.00047326,             0.00047326,             0.00047326
                    219,                0.44121,                0.29792,                0.83994,                0.82585,                0.87574,                0.87153,                0.66463,                0.96582,                0.73494,                 1.2156,             0.00046776,             0.00046776,             0.00046776
                    220,                0.43891,                0.29238,                0.83312,                0.83776,                0.87279,                0.87475,                0.67145,                0.95212,                0.70567,                 1.2084,             0.00046226,             0.00046226,             0.00046226
                    221,                0.43365,                0.29062,                0.83555,                0.83663,                0.88495,                0.87957,                0.66939,                0.95199,                0.70508,                 1.1969,             0.00045676,             0.00045676,             0.00045676
                    222,                0.45858,                0.29627,                0.84087,                0.81518,                0.90724,                0.86521,                0.65911,                0.96956,                0.72621,                 1.2112,             0.00045126,             0.00045126,             0.00045126
                    223,                0.44216,                0.29418,                0.83543,                0.83813,                0.87076,                0.86499,                0.65883,                0.98032,                0.74319,                 1.2171,             0.00044576,             0.00044576,             0.00044576
                    224,                 0.4588,                0.30178,                0.83619,                0.82853,                0.87829,                0.87011,                 0.6612,                0.97892,                 0.7311,                 1.2182,             0.00044025,             0.00044025,             0.00044025
                    225,                0.45689,                0.30028,                0.83901,                0.83606,                0.87783,                0.88041,                0.66588,                0.98014,                0.68977,                 1.2202,             0.00043475,             0.00043475,             0.00043475
                    226,                0.43655,                0.28351,                0.83072,                0.86388,                0.86057,                0.88019,                0.66954,                 0.9766,                0.66728,                 1.2218,             0.00042925,             0.00042925,             0.00042925
                    227,                 0.4449,                 0.2911,                0.83874,                0.83105,                0.88917,                0.88193,                 0.6716,                0.97922,                0.66997,                 1.2231,             0.00042375,             0.00042375,             0.00042375
                    228,                0.43364,                0.29026,                0.83073,                0.86055,                 0.8715,                0.88995,                0.67783,                0.97122,                 0.6887,                 1.2205,             0.00041825,             0.00041825,             0.00041825
                    229,                0.44784,                0.30029,                0.83675,                0.84616,                0.87502,                0.88352,                0.67468,                0.96845,                0.67267,                 1.2197,             0.00041275,             0.00041275,             0.00041275
                    230,                0.43985,                0.28618,                 0.8374,                0.83998,                  0.886,                0.88886,                0.67431,                0.97849,                 0.6668,                  1.226,             0.00040725,             0.00040725,             0.00040725
                    231,                0.42197,                0.27999,                0.82305,                0.84485,                 0.8761,                0.88248,                0.67539,                0.97007,                0.68659,                 1.2141,             0.00040175,             0.00040175,             0.00040175
                    232,                0.42304,                0.28668,                0.82999,                0.83204,                0.88865,                0.88447,                 0.6731,                0.97924,                0.68669,                 1.2191,             0.00039625,             0.00039625,             0.00039625
                    233,                0.42539,                0.28044,                0.82095,                0.84274,                0.88759,                0.88817,                0.67568,                0.97776,                0.68301,                 1.2315,             0.00039074,             0.00039074,             0.00039074
                    234,                 0.4249,                0.28437,                0.83093,                0.85165,                0.86398,                0.88337,                0.67233,                0.97802,                 0.7042,                 1.2348,             0.00038524,             0.00038524,             0.00038524
                    235,                 0.4286,                0.28063,                0.83614,                0.84561,                 0.8743,                0.88396,                0.67808,                0.96253,                0.69747,                 1.2309,             0.00037974,             0.00037974,             0.00037974
                    236,                0.40915,                0.27626,                0.82966,                0.84894,                0.88495,                0.88786,                0.67232,                0.96381,                0.69073,                 1.2325,             0.00037424,             0.00037424,             0.00037424
                    237,                 0.4224,                0.27476,                0.83006,                0.84106,                 0.8723,                0.87667,                0.67022,                0.96424,                0.68829,                 1.2406,             0.00036874,             0.00036874,             0.00036874
                    238,                0.41281,                0.27245,                0.82737,                0.83488,                0.87123,                0.87827,                0.66891,                0.97285,                0.71077,                 1.2377,             0.00036324,             0.00036324,             0.00036324
                    239,                0.42067,                0.28077,                0.83672,                0.82926,                0.87761,                0.86476,                0.65863,                0.97802,                0.74165,                  1.252,             0.00035774,             0.00035774,             0.00035774
                    240,                0.42221,                0.28165,                0.83312,                0.82406,                0.88868,                0.86625,                0.66267,                 0.9839,                0.74229,                 1.2542,             0.00035224,             0.00035224,             0.00035224
                    241,                0.42184,                0.27618,                0.82231,                0.82893,                0.87246,                0.85888,                0.65695,                0.98054,                0.75346,                 1.2553,             0.00034674,             0.00034674,             0.00034674
                    242,                0.42778,                0.28664,                0.83554,                 0.8175,                0.88167,                0.85866,                0.65717,                0.97339,                0.75479,                  1.239,             0.00034123,             0.00034123,             0.00034123
                    243,                0.43148,                0.28553,                0.83128,                 0.8259,                0.88243,                0.86797,                0.66315,                0.95934,                0.72234,                 1.2412,             0.00033573,             0.00033573,             0.00033573
                    244,                 0.3996,                0.26444,                0.82701,                0.81155,                 0.8927,                0.86861,                0.66934,                0.95508,                0.71029,                 1.2463,             0.00033023,             0.00033023,             0.00033023
                    245,                0.40852,                0.27271,                0.83616,                0.81946,                0.88929,                0.87391,                0.66922,                0.96333,                0.69687,                 1.2599,             0.00032473,             0.00032473,             0.00032473
                    246,                0.42736,                0.28493,                0.83697,                0.83127,                0.89292,                0.88012,                0.67189,                0.96406,                0.69029,                 1.2474,             0.00031923,             0.00031923,             0.00031923
                    247,                0.42905,                0.28222,                0.84063,                0.82449,                 0.8972,                0.87613,                 0.6674,                0.97622,                0.69357,                 1.2462,             0.00031373,             0.00031373,             0.00031373
                    248,                0.42683,                0.28217,                0.84278,                 0.8289,                0.88006,                0.86872,                0.67238,                 0.9752,                0.71088,                 1.2437,             0.00030823,             0.00030823,             0.00030823
                    249,                0.39111,                0.25429,                0.81993,                0.82863,                0.86722,                 0.8798,                0.67525,                0.97654,                0.71241,                 1.2633,             0.00030273,             0.00030273,             0.00030273
                    250,                 0.4187,                0.28671,                0.83711,                0.82548,                0.88342,                0.88689,                0.67809,                0.96525,                0.69855,                 1.2616,             0.00029723,             0.00029723,             0.00029723
                    251,                0.42018,                0.27669,                0.82979,                0.84955,                0.85911,                0.88478,                0.67709,                0.95713,                0.69506,                 1.2428,             0.00029172,             0.00029172,             0.00029172
                    252,                0.39604,                0.26263,                0.82112,                0.85581,                0.85085,                0.87981,                0.67158,                0.95861,                0.70531,                 1.2374,             0.00028622,             0.00028622,             0.00028622
                    253,                0.40636,                0.27455,                0.83069,                0.85059,                0.86807,                0.87354,                0.66932,                0.96715,                0.69396,                 1.2437,             0.00028072,             0.00028072,             0.00028072
                    254,                0.40501,                0.26638,                0.82489,                0.84188,                0.87967,                0.87657,                0.66728,                0.97492,                0.67988,                 1.2497,             0.00027522,             0.00027522,             0.00027522
                    255,                0.42377,                0.27765,                0.83482,                0.84154,                0.88167,                 0.8728,                0.66692,                0.97067,                0.67756,                 1.2479,             0.00026972,             0.00026972,             0.00026972
                    256,                0.39636,                0.26236,                0.83023,                0.85792,                0.86517,                0.87784,                0.67259,                0.96912,                0.67703,                 1.2435,             0.00026422,             0.00026422,             0.00026422
                    257,                0.40295,                0.26698,                0.82297,                0.84538,                0.88151,                0.88171,                 0.6739,                0.96644,                0.69499,                 1.2375,             0.00025872,             0.00025872,             0.00025872
                    258,                0.38925,                0.25175,                0.82543,                0.85066,                0.87617,                0.88125,                 0.6749,                0.96102,                0.68183,                 1.2312,             0.00025322,             0.00025322,             0.00025322
                    259,                0.39515,                0.25794,                0.82072,                0.84363,                0.88003,                0.88208,                 0.6758,                0.96109,                0.67742,                 1.2232,             0.00024772,             0.00024772,             0.00024772
                    260,                0.38272,                0.25464,                0.81868,                0.86115,                0.85409,                0.88182,                0.67307,                0.95615,                0.67547,                 1.2221,             0.00024222,             0.00024222,             0.00024222
                    261,                0.39764,                0.26068,                0.81869,                0.84479,                 0.8708,                0.88118,                0.67442,                0.95443,                0.66994,                 1.2095,             0.00023671,             0.00023671,             0.00023671
                    262,                 0.4062,                0.27151,                0.83269,                 0.8362,                0.88995,                0.88586,                0.67867,                0.95374,                0.66025,                 1.2103,             0.00023121,             0.00023121,             0.00023121
                    263,                0.38362,                0.25403,                0.81894,                0.85388,                0.89116,                0.88793,                0.67883,                0.95498,                 0.6641,                 1.2177,             0.00022571,             0.00022571,             0.00022571
                    264,                0.36858,                0.25197,                0.82143,                0.85582,                0.87572,                 0.8843,                0.67438,                0.95543,                0.66959,                 1.2226,             0.00022021,             0.00022021,             0.00022021
                    265,                 0.4034,                0.27107,                0.83421,                0.85768,                0.86053,                0.88117,                0.67274,                0.94997,                0.67603,                   1.22,             0.00021471,             0.00021471,             0.00021471
                    266,                0.39367,                0.25931,                0.81987,                 0.8387,                0.89417,                0.87988,                0.67712,                0.94293,                0.67628,                 1.2055,             0.00020921,             0.00020921,             0.00020921
                    267,                0.38037,                0.25594,                0.82075,                0.83894,                0.89689,                0.87984,                0.67855,                0.94191,                0.68293,                 1.2151,             0.00020371,             0.00020371,             0.00020371
                    268,                0.39329,                0.25763,                0.82372,                0.84038,                0.88665,                0.88187,                0.67995,                0.95547,                0.68275,                 1.2264,             0.00019821,             0.00019821,             0.00019821
                    269,                 0.3955,                0.27107,                0.82283,                0.84369,                0.88059,                0.87945,                0.67322,                0.95676,                0.68974,                 1.2295,             0.00019271,             0.00019271,             0.00019271
                    270,                0.38373,                0.25909,                0.81849,                0.83918,                 0.8736,                0.87266,                0.66798,                0.95814,                0.68761,                 1.2286,              0.0001872,              0.0001872,              0.0001872
                    271,                0.37721,                0.24959,                0.81363,                0.84682,                0.87437,                0.87096,                0.66276,                 0.9601,                0.69062,                 1.2234,              0.0001817,              0.0001817,              0.0001817
                    272,                0.37812,                0.25089,                0.81963,                0.84515,                0.86999,                0.87693,                0.66813,                0.96226,                0.66766,                 1.2278,              0.0001762,              0.0001762,              0.0001762
                    273,                0.38589,                0.25739,                0.82675,                0.86802,                0.85322,                0.88189,                0.66921,                0.96922,                0.66022,                 1.2297,              0.0001707,              0.0001707,              0.0001707
                    274,                0.37473,                0.25645,                0.82191,                0.85573,                0.85045,                0.87858,                0.66808,                0.96988,                0.66495,                 1.2324,              0.0001652,              0.0001652,              0.0001652
                    275,                0.38675,                0.25536,                0.82222,                0.84331,                 0.8776,                0.87616,                 0.6683,                0.96795,                0.67248,                 1.2331,              0.0001597,              0.0001597,              0.0001597
                    276,                0.38076,                 0.2512,                 0.8201,                0.84686,                0.88004,                0.87152,                0.66497,                0.97017,                0.67669,                 1.2434,              0.0001542,              0.0001542,              0.0001542
                    277,                0.37543,                0.24361,                0.81521,                0.84327,                0.87348,                0.86813,                0.66538,                0.96951,                0.67656,                 1.2448,              0.0001487,              0.0001487,              0.0001487
                    278,                0.37952,                0.25401,                0.82339,                 0.8486,                0.87764,                0.87441,                 0.6702,                0.96305,                0.67974,                 1.2294,              0.0001432,              0.0001432,              0.0001432
                    279,                0.37802,                0.24981,                0.82377,                0.84924,                0.87607,                0.87309,                0.66807,                0.95893,                 0.6852,                 1.2313,             0.00013769,             0.00013769,             0.00013769
                    280,                0.37311,                0.25118,                0.82414,                0.84955,                0.88254,                0.88229,                0.67098,                 0.9627,                0.68453,                 1.2328,             0.00013219,             0.00013219,             0.00013219
                    281,                0.38078,                0.25191,                0.81935,                0.84946,                0.89114,                0.88289,                0.67113,                0.95863,                0.68255,                 1.2319,             0.00012669,             0.00012669,             0.00012669
                    282,                0.37192,                0.25396,                 0.8195,                 0.8456,                0.88132,                0.87566,                0.67191,                 0.9571,                0.68792,                 1.2354,             0.00012119,             0.00012119,             0.00012119
                    283,                0.38746,                0.26055,                0.81957,                0.83344,                0.87951,                0.87335,                  0.673,                0.95649,                 0.6876,                 1.2369,             0.00011569,             0.00011569,             0.00011569
                    284,                0.36396,                0.24803,                 0.8184,                0.83163,                0.87739,                0.87507,                0.67454,                   0.96,                0.68963,                 1.2382,             0.00011019,             0.00011019,             0.00011019
                    285,                 0.3645,                0.24409,                0.81714,                0.83776,                0.87801,                0.87757,                0.67245,                0.96053,                0.68416,                 1.2373,             0.00010469,             0.00010469,             0.00010469
                    286,                0.35913,                0.24495,                 0.8204,                0.85344,                0.86845,                0.88218,                0.67439,                0.96146,                0.68671,                 1.2406,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.37973,                0.25094,                0.82264,                0.81128,                0.89959,                0.87929,                0.67402,                0.96401,                0.69223,                 1.2405,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                0.35432,                0.23898,                0.81116,                 0.8137,                0.90532,                0.88107,                0.67589,                0.96645,                0.69005,                 1.2373,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                 0.3771,                0.24966,                0.81955,                0.82652,                0.89444,                 0.8818,                0.67663,                 0.9604,                0.69087,                 1.2292,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.37576,                0.25722,                0.82011,                0.82965,                0.88864,                0.88219,                 0.6737,                0.95655,                0.68855,                 1.2299,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.36898,                0.24265,                0.81276,                0.83054,                0.88571,                0.88008,                0.67332,                0.95824,                0.68551,                 1.2382,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.35255,                0.22774,                0.80085,                0.83432,                0.87897,                  0.877,                0.66962,                0.95942,                0.67965,                 1.2351,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.36252,                0.23711,                0.81011,                0.82177,                0.88932,                0.87396,                0.66502,                0.96131,                0.67823,                 1.2371,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.35217,                0.22807,                0.80913,                0.82079,                 0.8748,                0.87005,                0.66398,                0.96209,                 0.6842,                 1.2382,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.33593,                0.22604,                0.81355,                0.80769,                 0.8872,                 0.8678,                0.66397,                0.96203,                  0.689,                 1.2387,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.33896,                0.22374,                0.80843,                0.82719,                0.86493,                0.87116,                 0.6661,                0.96223,                0.69611,                 1.2381,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                 0.3416,                0.23522,                0.80621,                0.82275,                 0.8636,                0.87403,                0.66884,                0.96322,                0.69998,                 1.2398,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.33415,                0.22814,                0.80931,                0.82401,                0.86165,                 0.8722,                 0.6676,                0.96372,                0.70911,                 1.2397,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.34304,                0.22045,                0.81287,                0.81029,                0.88781,                0.87681,                0.66615,                0.96434,                0.71177,                 1.2404,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                 0.3306,                0.22057,                0.80632,                 0.8116,                0.88995,                0.87744,                0.66679,                  0.965,                 0.7129,                 1.2394,             2.2171e-05,             2.2171e-05,             2.2171e-05
